ticker,exchange,alias,asset_type,currency
065350,KQ,신성델타테크,Stock,KRW
065370,KQ,위세아이텍,Stock,KRW
065420,KQ,에스아이리소스,Stock,KRW
065440,KQ,이루온,Stock,KRW
065450,KQ,빅텍,Stock,KRW
065500,KQ,오리엔트정공,Stock,KRW
065510,KQ,휴비츠,Stock,KRW
065530,KQ,와이어블,Stock,KRW
065570,KQ,삼영이엔씨,Stock,KRW
065650,KQ,하이퍼코퍼레이션,Stock,KRW
065660,KQ,안트로젠,Stock,KRW
065680,KQ,우주일렉트로,Stock,KRW
065690,KQ,파커스,Stock,KRW
065710,KQ,서호전기,Stock,KRW
065770,KQ,CS,Stock,KRW
065950,KQ,웰크론,Stock,KRW
066130,KQ,하츠,Stock,KRW
066310,KQ,큐에스아이,Stock,KRW
066360,KQ,체리부로,Stock,KRW
066410,KQ,버킷스튜디오,Stock,KRW
066430,KQ,아이로보틱스,Stock,KRW
066590,KQ,스모트로닉,Stock,KRW
066620,KQ,국보디자인,Stock,KRW
066670,KQ,디티씨,Stock,KRW
066700,KQ,테라젠이텍스,Stock,KRW
066790,KQ,씨씨에스,Stock,KRW
066900,KQ,디에이피,Stock,KRW
066910,KQ,손오공,Stock,KRW
066980,KQ,한성크린텍,Stock,KRW
067000,KQ,조이시티,Stock,KRW
067010,KQ,이씨에스,Stock,KRW
067080,KQ,대화제약,Stock,KRW
067160,KQ,SOOP,Stock,KRW
067170,KQ,오텍,Stock,KRW
067280,KQ,멀티캠퍼스,Stock,KRW
067290,KQ,JW신약,Stock,KRW
067310,KQ,하나마이크론,Stock,KRW
067370,KQ,선바이오,Stock,KRW
067390,KQ,아스트,Stock,KRW
067570,KQ,엔브이에이치코리아,Stock,KRW
067630,KQ,HLB생명과학,Stock,KRW
067730,KQ,로지시스,Stock,KRW
067770,KQ,세진티에스,Stock,KRW
067900,KQ,와이엔텍,Stock,KRW
067920,KQ,이글루,Stock,KRW
067990,KQ,도이치모터스,Stock,KRW
068050,KQ,팬엔터테인먼트,Stock,KRW
068100,KQ,케이웨더,Stock,KRW
068240,KQ,다원시스,Stock,KRW
068330,KQ,일신바이오,Stock,KRW
068760,KQ,셀트리온제약,Stock,KRW
068790,KQ,DMS,Stock,KRW
068930,KQ,디지털대성,Stock,KRW
068940,KQ,셀피글로벌,Stock,KRW
069080,KQ,웹젠,Stock,KRW
069140,KQ,누리플랜,Stock,KRW
069330,KQ,유아이디,Stock,KRW
069410,KQ,엔텔스,Stock,KRW
069510,KQ,에스텍,Stock,KRW
069540,KQ,빛과전자,Stock,KRW
069920,KQ,엑시온그룹,Stock,KRW
070300,KQ,엑스큐어,Stock,KRW
070590,KQ,인티큐브,Stock,KRW
071200,KQ,인피니트헬스케어,Stock,KRW
071280,KQ,로체시스템즈,Stock,KRW
071670,KQ,에이테크솔루션,Stock,KRW
071850,KQ,캐스텍코리아,Stock,KRW
072020,KQ,중앙백신,Stock,KRW
072470,KQ,우리산업홀딩스,Stock,KRW
072770,KQ,멤레이비티,Stock,KRW
072870,KQ,메가스터디,Stock,KRW
072950,KQ,빛샘전자,Stock,KRW
072990,KQ,에이치시티,Stock,KRW
073010,KQ,케이에스피,Stock,KRW
073110,KQ,엘엠에스,Stock,KRW
073190,KQ,듀오백,Stock,KRW
073490,KQ,LIG아큐버,Stock,KRW
073540,KQ,에프알텍,Stock,KRW
073560,KQ,우리손에프앤지,Stock,KRW
073570,KQ,리튬포어스,Stock,KRW
073640,KQ,테라사이언스,Stock,KRW
074430,KQ,아미노로직스,Stock,KRW
074600,KQ,원익QnC,Stock,KRW
075130,KQ,플랜티넷,Stock,KRW
075970,KQ,동국알앤에스,Stock,KRW
076080,KQ,웰크론한텍,Stock,KRW
076610,KQ,해성옵틱스,Stock,KRW
077360,KQ,덕산하이메탈,Stock,KRW
078020,KQ,LS증권,Stock,KRW
078070,KQ,유비쿼스홀딩스,Stock,KRW
