ticker,exchange,alias,asset_type,currency
012320,KS,경동인베스트,Stock,KRW
012330,KS,현대모비스,Stock,KRW
0123G0,KS,TIGER 미국AI전력SMR,ETF,KRW
0123S0,KS,HANARO 26-12 은행채(AA+이상)액티브,ETF,KRW
012450,KS,한화에어로스페이스,Stock,KRW
012510,KS,더존비즈온,Stock,KRW
012610,KS,경인양행,Stock,KRW
012630,KS,HDC,Stock,KRW
012690,KS,모나리자,Stock,KRW
0126Z0,KS,삼성에피스홀딩스,Stock,KRW
012750,KS,에스원,Stock,KRW
0127M0,KS,ACE 미국대형가치주액티브,ETF,KRW
0127P0,KS,ACE 미국대형성장주액티브,ETF,KRW
0127R0,KS,RISE 미국AI클라우드인프라,ETF,KRW
0127T0,KS,KIWOOM 미국S&P500&배당다우존스비중전환,ETF,KRW
0127V0,KS,KIWOOM 미국S&P500 TOP10&배당다우비중전환,ETF,KRW
012800,KS,대창,Stock,KRW
0128D0,KS,PLUS 차이나항셍테크위클리타겟커버드콜,ETF,KRW
013000,KS,세우글로벌,Stock,KRW
0131A0,KS,SOL 차이나소비트렌드,ETF,KRW
0131V0,KS,1Q 미국우주항공테크,ETF,KRW
0131W0,KS,1Q 단기특수은행채액티브,ETF,KRW
0132D0,KS,KoAct 글로벌K컬처밸류체인액티브,ETF,KRW
0132H0,KS,KODEX 미국원자력SMR,ETF,KRW
0132K0,KS,PLUS 테슬라위클리커버드콜채권혼합,ETF,KRW
013360,KS,일성건설,Stock,KRW
0133E0,KS,TIGER 차이나증권,ETF,KRW
013520,KS,화승코퍼레이션,Stock,KRW
013570,KS,디와이,Stock,KRW
013580,KS,계룡건설,Stock,KRW
0135Y0,KS,IBK 중기종합채권(AA-이상)액티브,ETF,KRW
013700,KS,까뮤이앤씨,Stock,KRW
0137V0,KS,KIWOOM 미국S&P500모멘텀,ETF,KRW
0137W0,KS,KIWOOM 미국S&P500&GOLD,ETF,KRW
013870,KS,지엠비코리아,Stock,KRW
013890,KS,지누스,Stock,KRW
0138D0,KS,RISE 동학개미,ETF,KRW
0138T0,KS,RISE 미국S&P500데일리고정커버드콜,ETF,KRW
0138Y0,KS,PLUS 금채권혼합,ETF,KRW
0139F0,KS,TIGER 12월자동연장금융채(AA-이상)액티브,ETF,KRW
0139P0,KS,ACE 고배당주,ETF,KRW
014130,KS,한익스프레스,Stock,KRW
014160,KS,대영포장,Stock,KRW
0141S0,KS,SOL 조선기자재,ETF,KRW
0141T0,KS,SOL 중기종합채권(AA-이상)액티브,ETF,KRW
014280,KS,금강공업,Stock,KRW
014285,KS,금강공업우,Stock,KRW
0142D0,KS,TIGER 미국AI데이터센터TOP4Plus,ETF,KRW
014440,KS,영보화학,Stock,KRW
0144L0,KS,KODEX 미국성장커버드콜액티브,ETF,KRW
0144M0,KS,KODEX 미국드론UAM TOP10,ETF,KRW
014530,KS,극동유화,Stock,KRW
014580,KS,태경비케이,Stock,KRW
014680,KS,한솔케미칼,Stock,KRW
014710,KS,사조씨푸드,Stock,KRW
014790,KS,HL D&I,Stock,KRW
014820,KS,동원시스템즈,Stock,KRW
014825,KS,동원시스템즈우,Stock,KRW
014830,KS,유니드,Stock,KRW
0148J0,KS,TIGER 코리아휴머노이드로봇산업,ETF,KRW
014910,KS,성문전자,Stock,KRW
014915,KS,성문전자우,Stock,KRW
014990,KS,인디에프,Stock,KRW
015020,KS,이스타코,Stock,KRW
0150K0,KS,KoAct 수소전력ESS인프라액티브,ETF,KRW
0151P0,KS,RISE 코리아전략산업액티브,ETF,KRW
0151S0,KS,KODEX 미국AI반도체TOP3플러스,ETF,KRW
015230,KS,대창단조,Stock,KRW
015260,KS,에이엔피,Stock,KRW
0152E0,KS,SOL 배당성향탑픽액티브,ETF,KRW
015360,KS,INVENI,Stock,KRW
0153K0,KS,KODEX 주주환원고배당주,ETF,KRW
0153P0,KS,ACE 리츠부동산인프라액티브,ETF,KRW
0153X0,KS,PLUS 미국고배당주액티브,ETF,KRW
0154F0,KS,WON 초대형IB&금융지주,ETF,KRW
0154H0,KS,KoAct 차이나바이오헬스케어액티브,ETF,KRW
015590,KS,DKME,Stock,KRW
0155M0,KS,ACE 미국SMR원자력TOP10,ETF,KRW
0155N0,KS,HANARO K휴머노이드테마TOP10,ETF,KRW
015760,KS,한국전력,Stock,KRW
015860,KS,일진홀딩스,Stock,KRW
015890,KS,태경산업,Stock,KRW
016090,KS,대현,Stock,KRW
0162L0,KS,KODEX 차이나AI반도체TOP10,ETF,KRW
0162M0,KS,KODEX 금융채1~2년(AA-이상)PLUS액티브,ETF,KRW
0162Y0,KS,TIME 코스닥액티브,ETF,KRW
0162Z0,KS,RISE 삼성전자SK하이닉스채권혼합50,ETF,KRW
016360,KS,삼성증권,Stock,KRW
016380,KS,KG스틸,Stock,KRW
0163Y0,KS,KoAct 코스닥액티브,ETF,KRW
016450,KS,한세예스24홀딩스,Stock,KRW
0164G0,KS,RISE 차이나AI반도체TOP4Plus,ETF,KRW
016580,KS,환인제약,Stock,KRW
016590,KS,신대양제지,Stock,KRW
016610,KS,DB증권,Stock,KRW
0166N0,KS,PLUS 코스닥150액티브,ETF,KRW
0166S0,KS,PLUS K제조업핵심기업액티브,ETF,KRW
0166T0,KS,PLUS 글로벌저작권핵심기업액티브,ETF,KRW
016710,KS,대성홀딩스,Stock,KRW
016740,KS,두올,Stock,KRW
0167A0,KS,SOL AI반도체TOP2플러스,ETF,KRW
0167B0,KS,SOL 200타겟위클리커버드콜,ETF,KRW
0167Z0,KS,KODEX 미국우주항공,ETF,KRW
016800,KS,퍼시스,Stock,KRW
016880,KS,웅진,Stock,KRW
0168K0,KS,TIGER 기술이전바이오액티브,ETF,KRW
017040,KS,광명전기,Stock,KRW
017180,KS,명문제약,Stock,KRW
0172V0,KS,1Q 은액티브,ETF,KRW
0172Y0,KS,ACE K수출핵심TOP10산업액티브,ETF,KRW
017370,KS,우신시스템,Stock,KRW
017390,KS,서울가스,Stock,KRW
0173Y0,KS,KODEX 미국AI광통신네트워크,ETF,KRW
0174B0,KS,KoAct 글로벌AI메모리반도체액티브,ETF,KRW
0174J0,KS,DAISHIN343 오피스리츠플러스,ETF,KRW
0174R0,KS,KIWOOM 미국성장다우존스,ETF,KRW
017550,KS,수산세보틱스,Stock,KRW
017670,KS,SK텔레콤,Stock,KRW
0176E0,KS,RISE 미국AI전력인프라액티브,ETF,KRW
0176P0,KS,FOCUS AI반도체위클리고정커버드콜,ETF,KRW
0177A0,KS,WON 두산그룹포커스,ETF,KRW
0177N0,KS,KODEX 삼성전자SK하이닉스채권혼합50,ETF,KRW
0177R0,KS,TIGER 반도체TOP10커버드콜액티브,ETF,KRW
0177X0,KS,ACE K휴머노이드로봇산업TOP2+,ETF,KRW
017800,KS,현대엘리베이터,Stock,KRW
017810,KS,풀무원,Stock,KRW
017860,KS,DS단석,Stock,KRW
0178H0,KS,IBK 미국AI TOP10국채혼합50,ETF,KRW
017900,KS,광전자,Stock,KRW
017940,KS,E1,Stock,KRW
017960,KS,한국카본,Stock,KRW
0180V0,KS,ACE 미국우주테크액티브,ETF,KRW
0181B0,KS,HANARO 미국AI메모리반도체TOP4+,ETF,KRW
0181L0,KS,SOL 미국우주항공TOP10,ETF,KRW
018250,KS,애경산업,Stock,KRW
018260,KS,삼성에스디에스,Stock,KRW
0182R0,KS,1Q K반도체TOP2+,ETF,KRW
0182S0,KS,1Q K반도체TOP2채권혼합50,ETF,KRW
0183J0,KS,TIGER 미국우주테크,ETF,KRW
0183V0,KS,KIWOOM 삼성전자&SK하이닉스채권혼합50,ETF,KRW
018470,KS,조일알미늄,Stock,KRW
0184E0,KS,1Q 200채권혼합50액티브,ETF,KRW
0184L0,KS,PLUS 중기종합채권(A-이상)액티브,ETF,KRW
0184N0,KS,PLUS 은채권혼합,ETF,KRW
0184V0,KS,UNICORN 코스닥바이오액티브,ETF,KRW
018500,KS,동원금속,Stock,KRW
0185L0,KS,TIME 글로벌휴머노이드로봇산업액티브,ETF,KRW
018670,KS,SK가스,Stock,KRW
0186L0,KS,KoAct 미국로봇피지컬AI액티브,ETF,KRW
0186S0,KS,1Q 코스닥150채권혼합50액티브,ETF,KRW
018880,KS,한온시스템,Stock,KRW
0189B0,KS,TIGER 은액티브,ETF,KRW
0190C0,KS,RISE 현대차고정피지컬AI,ETF,KRW
0190G0,KS,KODEX 반도체타겟위클리커버드콜,ETF,KRW
0190M0,KS,KIWOOM 미국AI테크하이베타,ETF,KRW
0190Y0,KS,TIGER 구글밸류체인,ETF,KRW
019170,KS,신풍제약,Stock,KRW
019175,KS,신풍제약우,Stock,KRW
019180,KS,티에이치엔,Stock,KRW
0191B0,KS,MIDAS 코스닥액티브,ETF,KRW
0191S0,KS,IBK 코스닥150,ETF,KRW
0191W0,KS,HANARO 중기종합채권(A-이상)액티브,ETF,KRW
0192L0,KS,RISE SK하이닉스단일종목레버리지,ETF,KRW
0192M0,KS,RISE 삼성전자단일종목레버리지,ETF,KRW
0192S0,KS,SOL 코스피200채권혼합50,ETF,KRW
0192T0,KS,SOL 코스닥TOP10,ETF,KRW
0192Z0,KS,TIGER 중기종합채권(A-이상)액티브,ETF,KRW
0193G0,KS,KoAct 코스피액티브,ETF,KRW
0193K0,KS,PLUS 삼성전자단일종목레버리지,ETF,KRW
0193L0,KS,PLUS 삼성전자선물단일종목인버스2X,ETF,KRW
0193T0,KS,KODEX SK하이닉스단일종목레버리지,ETF,KRW
0193W0,KS,KODEX 삼성전자단일종목레버리지,ETF,KRW
019490,KS,엑시큐어하이트론,Stock,KRW
0194M0,KS,ACE 삼성전자단일종목레버리지,ETF,KRW
0194N0,KS,KIWOOM 삼성전자선물단일종목레버리지,ETF,KRW
0194R0,KS,KIWOOM SK하이닉스선물단일종목레버리지,ETF,KRW
0194T0,KS,ACE SK하이닉스단일종목레버리지,ETF,KRW
0195R0,KS,TIGER 삼성전자단일종목레버리지,ETF,KRW
0195S0,KS,TIGER SK하이닉스단일종목레버리지,ETF,KRW
019680,KS,대교,Stock,KRW
019685,KS,대교우B,Stock,KRW
0197W0,KS,SOL SK하이닉스단일종목레버리지,ETF,KRW
0197X0,KS,SOL SK하이닉스선물단일종목인버스2X,ETF,KRW
0198B0,KS,1Q 삼성전자선물단일종목레버리지,ETF,KRW
0198D0,KS,1Q SK하이닉스선물단일종목레버리지,ETF,KRW
020000,KS,한섬,Stock,KRW
020120,KS,키다리스튜디오,Stock,KRW
020150,KS,롯데에너지머티리얼즈,Stock,KRW
020560,KS,아시아나항공,Stock,KRW
020760,KS,일진디스플,Stock,KRW
021050,KS,서원,Stock,KRW
021240,KS,코웨이,Stock,KRW
021820,KS,세원정공,Stock,KRW
022100,KS,포스코DX,Stock,KRW
023000,KS,삼원강재,Stock,KRW
023150,KS,MH에탄올,Stock,KRW
023350,KS,한국종합기술,Stock,KRW
023450,KS,동남합성,Stock,KRW
023530,KS,롯데쇼핑,Stock,KRW
023590,KS,다우기술,Stock,KRW
023800,KS,인지컨트롤스,Stock,KRW
023810,KS,인팩,Stock,KRW
023960,KS,에쓰씨엔지니어링,Stock,KRW
024070,KS,WISCOM,Stock,KRW
024090,KS,디씨엠,Stock,KRW
024110,KS,기업은행,Stock,KRW
024720,KS,콜마홀딩스,Stock,KRW
024890,KS,대원화성,Stock,KRW
024900,KS,디와이덕양,Stock,KRW
025000,KS,KPX케미칼,Stock,KRW
025530,KS,SJM홀딩스,Stock,KRW
025540,KS,한국단자,Stock,KRW
025560,KS,미래산업,Stock,KRW
025620,KS,차AI헬스케어,Stock,KRW
025750,KS,한솔홈데코,Stock,KRW
025820,KS,이구산업,Stock,KRW
025860,KS,남해화학,Stock,KRW
025890,KS,한국주강,Stock,KRW
026890,KS,스틱인베스트먼트,Stock,KRW
026940,KS,부국철강,Stock,KRW
026960,KS,동서,Stock,KRW
027410,KS,BGF,Stock,KRW
027740,KS,마니커,Stock,KRW
027970,KS,한국제지,Stock,KRW
028050,KS,삼성E&A,Stock,KRW
028100,KS,동아지질,Stock,KRW
028260,KS,삼성물산,Stock,KRW
02826K,KS,삼성물산우B,Stock,KRW
028670,KS,팬오션,Stock,KRW
029460,KS,케이씨,Stock,KRW
029530,KS,신도리코,Stock,KRW
029780,KS,삼성카드,Stock,KRW
030000,KS,제일기획,Stock,KRW
030190,KS,NICE평가정보,Stock,KRW
030200,KS,KT,Stock,KRW
030210,KS,다올투자증권,Stock,KRW
030610,KS,교보증권,Stock,KRW
030720,KS,동원수산,Stock,KRW
031210,KS,서울보증보험,Stock,KRW
031430,KS,신세계인터내셔날,Stock,KRW
031440,KS,신세계푸드,Stock,KRW
031820,KS,아이티센씨티에스,Stock,KRW
032350,KS,롯데관광개발,Stock,KRW
032560,KS,황금에스티,Stock,KRW
032640,KS,LG유플러스,Stock,KRW
032830,KS,삼성생명,Stock,KRW
033240,KS,자화전자,Stock,KRW
033250,KS,체시스,Stock,KRW
033270,KS,유나이티드제약,Stock,KRW
033530,KS,SJG세종,Stock,KRW
033780,KS,KT&G,Stock,KRW
033920,KS,무학,Stock,KRW
034020,KS,두산에너빌리티,Stock,KRW
034120,KS,SBS,Stock,KRW
034220,KS,LG디스플레이,Stock,KRW
034230,KS,파라다이스,Stock,KRW
034310,KS,NICE,Stock,KRW
034590,KS,인천도시가스,Stock,KRW
034730,KS,SK,Stock,KRW
03473K,KS,SK우,Stock,KRW
034830,KS,한국토지신탁,Stock,KRW
035000,KS,HS애드,Stock,KRW
035150,KS,백산,Stock,KRW
035250,KS,강원랜드,Stock,KRW
035420,KS,NAVER,Stock,KRW
035510,KS,신세계 I&C,Stock,KRW
035720,KS,카카오,Stock,KRW
036420,KS,콘텐트리중앙,Stock,KRW
036460,KS,한국가스공사,Stock,KRW
036530,KS,SNT홀딩스,Stock,KRW
036570,KS,NC,Stock,KRW
036580,KS,팜스코,Stock,KRW
037270,KS,YG PLUS,Stock,KRW
037560,KS,LG헬로비전,Stock,KRW
037710,KS,광주신세계,Stock,KRW
039130,KS,하나투어,Stock,KRW
039490,KS,키움증권,Stock,KRW
039570,KS,HDC랩스,Stock,KRW
041650,KS,상신브레이크,Stock,KRW
042660,KS,한화오션,Stock,KRW
042700,KS,한미반도체,Stock,KRW
044380,KS,주연테크,Stock,KRW
044450,KS,KSS해운,Stock,KRW
044820,KS,코스맥스비티아이,Stock,KRW
047040,KS,대우건설,Stock,KRW
047050,KS,포스코인터내셔널,Stock,KRW
047400,KS,유니온머티리얼,Stock,KRW
047810,KS,한국항공우주,Stock,KRW
049800,KS,우진플라임,Stock,KRW
051600,KS,한전KPS,Stock,KRW
051630,KS,진양화학,Stock,KRW
051900,KS,LG생활건강,Stock,KRW
051905,KS,LG생활건강우,Stock,KRW
051910,KS,LG화학,Stock,KRW
051915,KS,LG화학우,Stock,KRW
052690,KS,한전기술,Stock,KRW
053210,KS,스카이라이프,Stock,KRW
053690,KS,한미글로벌,Stock,KRW
055490,KS,테이팩스,Stock,KRW
055550,KS,신한지주,Stock,KRW
057050,KS,현대홈쇼핑,Stock,KRW
058430,KS,포스코스틸리온,Stock,KRW
058650,KS,세아홀딩스,Stock,KRW
058730,KS,다스코,Stock,KRW
058850,KS,KTcs,Stock,KRW
058860,KS,KTis,Stock,KRW
060980,KS,HL홀딩스,Stock,KRW
062040,KS,산일전기,Stock,KRW
063160,KS,종근당바이오,Stock,KRW
064350,KS,현대로템,Stock,KRW
064400,KS,LG씨엔에스,Stock,KRW
064960,KS,SNT모티브,Stock,KRW
066570,KS,LG전자,Stock,KRW
066575,KS,LG전자우,Stock,KRW
066970,KS,엘앤에프,Stock,KRW
067830,KS,세이브존I&C,Stock,KRW
068270,KS,셀트리온,Stock,KRW
068290,KS,삼성출판사,Stock,KRW
069260,KS,TKG휴켐스,Stock,KRW
069460,KS,대호에이엘,Stock,KRW
069500,KS,KODEX 200,ETF,KRW
069620,KS,대웅제약,Stock,KRW
069640,KS,한세엠케이,Stock,KRW
069660,KS,KIWOOM 200,ETF,KRW
069730,KS,DSR제강,Stock,KRW
069960,KS,현대백화점,Stock,KRW
070960,KS,모나용평,Stock,KRW
071050,KS,한국금융지주,Stock,KRW
071055,KS,한국금융지주우,Stock,KRW
071090,KS,하이스틸,Stock,KRW
071320,KS,지역난방공사,Stock,KRW
071840,KS,롯데하이마트,Stock,KRW
071950,KS,코아스,Stock,KRW
071970,KS,HD현대마린엔진,Stock,KRW
072130,KS,유엔젤,Stock,KRW
072710,KS,농심홀딩스,Stock,KRW
073240,KS,금호타이어,Stock,KRW
074610,KS,이엔플러스,Stock,KRW
075180,KS,새론오토모티브,Stock,KRW
075580,KS,세진중공업,Stock,KRW
077500,KS,유니퀘스트,Stock,KRW
077970,KS,STX엔진,Stock,KRW
078000,KS,텔코웨어,Stock,KRW
078520,KS,에이블씨엔씨,Stock,KRW
078930,KS,GS,Stock,KRW
078935,KS,GS우,Stock,KRW
079160,KS,CJ CGV,Stock,KRW
079430,KS,현대리바트,Stock,KRW
079550,KS,LIG디펜스앤에어로스페이스,Stock,KRW
079900,KS,전진건설로봇,Stock,KRW
079980,KS,휴비스,Stock,KRW
081000,KS,일진다이아,Stock,KRW
081660,KS,미스토홀딩스,Stock,KRW
082640,KS,동양생명,Stock,KRW
082740,KS,한화엔진,Stock,KRW
083420,KS,그린케미칼,Stock,KRW
084010,KS,대한제강,Stock,KRW
084670,KS,동양고속,Stock,KRW
084680,KS,이월드,Stock,KRW
084690,KS,대상홀딩스,Stock,KRW
084695,KS,대상홀딩스우,Stock,KRW
084870,KS,TBH글로벌,Stock,KRW
085310,KS,엔케이,Stock,KRW
085620,KS,미래에셋생명,Stock,KRW
086280,KS,현대글로비스,Stock,KRW
086790,KS,하나금융지주,Stock,KRW
088350,KS,한화생명,Stock,KRW
088790,KS,진도,Stock,KRW
089470,KS,HDC현대EP,Stock,KRW
089590,KS,제주항공,Stock,KRW
089860,KS,롯데렌탈,Stock,KRW
090080,KS,평화산업,Stock,KRW
090350,KS,노루페인트,Stock,KRW
090355,KS,노루페인트우,Stock,KRW
090370,KS,메타랩스,Stock,KRW
090430,KS,아모레퍼시픽,Stock,KRW
090435,KS,아모레퍼시픽우,Stock,KRW
090460,KS,비에이치,Stock,KRW
091160,KS,KODEX 반도체,ETF,KRW
091170,KS,KODEX 은행,ETF,KRW
091180,KS,KODEX 자동차,ETF,KRW
091220,KS,TIGER 은행,ETF,KRW
091230,KS,TIGER 반도체,ETF,KRW
091810,KS,트리니티항공,Stock,KRW
092200,KS,디아이씨,Stock,KRW
092220,KS,KEC,Stock,KRW
092230,KS,KPX홀딩스,Stock,KRW
092440,KS,기신정기,Stock,KRW
092780,KS,DYP,Stock,KRW
092790,KS,넥스틸,Stock,KRW
093050,KS,LF,Stock,KRW
093240,KS,형지엘리트,Stock,KRW
093370,KS,후성,Stock,KRW
094280,KS,효성ITX,Stock,KRW
095570,KS,AJ네트웍스,Stock,KRW
095720,KS,웅진씽크빅,Stock,KRW
096760,KS,JW홀딩스,Stock,KRW
096770,KS,SK이노베이션,Stock,KRW
096775,KS,SK이노베이션우,Stock,KRW
097230,KS,HJ중공업,Stock,KRW
097520,KS,엠씨넥스,Stock,KRW
097950,KS,CJ제일제당,Stock,KRW
097955,KS,CJ제일제당 우,Stock,KRW
099140,KS,KODEX 차이나H,ETF,KRW
100090,KS,SK오션플랜트,Stock,KRW
100220,KS,비상교육,Stock,KRW
100250,KS,진양홀딩스,Stock,KRW
100840,KS,SNT에너지,Stock,KRW
100910,KS,KIWOOM KRX100,ETF,KRW
101140,KS,인바이오젠,Stock,KRW
101280,KS,KODEX 일본TOPIX100,ETF,KRW
101530,KS,해태제과식품,Stock,KRW
102110,KS,TIGER 200,ETF,KRW
102260,KS,동성케미컬,Stock,KRW
102460,KS,이연제약,Stock,KRW
102780,KS,KODEX 삼성그룹,ETF,KRW
102960,KS,KODEX 기계장비,ETF,KRW
102970,KS,KODEX 증권,ETF,KRW
103140,KS,풍산,Stock,KRW
103590,KS,일진전기,Stock,KRW
104520,KS,KIWOOM 블루칩,ETF,KRW
104530,KS,KIWOOM 코리아고배당,ETF,KRW
104700,KS,한국철강,Stock,KRW
105010,KS,TIGER 라틴35,ETF,KRW
105190,KS,ACE 200,ETF,KRW
105560,KS,KB금융,Stock,KRW
105630,KS,한세실업,Stock,KRW
105780,KS,RISE 5대그룹주,ETF,KRW
105840,KS,우진,Stock,KRW
107590,KS,미원홀딩스,Stock,KRW
108320,KS,LX세미콘,Stock,KRW
108450,KS,ACE 삼성그룹섹터가중,ETF,KRW
108590,KS,TREX 200,ETF,KRW
108670,KS,LX하우시스,Stock,KRW
108675,KS,LX하우시스우,Stock,KRW
109070,KS,주성코퍼레이션,Stock,KRW
111110,KS,호전실업,Stock,KRW
111380,KS,동인기연,Stock,KRW
111770,KS,영원무역,Stock,KRW
112610,KS,씨에스윈드,Stock,KRW
114090,KS,GKL,Stock,KRW
114100,KS,RISE 국고채3년,ETF,KRW
114260,KS,KODEX 국고채3년,ETF,KRW
114460,KS,ACE 국고채3년,ETF,KRW
114470,KS,KIWOOM 국고채3년,ETF,KRW
114800,KS,KODEX 인버스,ETF,KRW
114820,KS,TIGER 국채3년,ETF,KRW
117460,KS,KODEX 에너지화학,ETF,KRW
117580,KS,대성에너지,Stock,KRW
117680,KS,KODEX 철강,ETF,KRW
117690,KS,TIGER 차이나항셍30,ETF,KRW
117700,KS,KODEX 건설,ETF,KRW
118000,KS,메타케어,Stock,KRW
119650,KS,KC코트렐,Stock,KRW
120030,KS,조선선재,Stock,KRW
120110,KS,코오롱인더,Stock,KRW
120115,KS,코오롱인더우,Stock,KRW
122090,KS,PLUS 코스피50,ETF,KRW
122260,KS,KIWOOM 통안채1년,ETF,KRW
122630,KS,KODEX 레버리지,ETF,KRW
122900,KS,아이마켓코리아,Stock,KRW
123310,KS,TIGER 인버스,ETF,KRW
123320,KS,TIGER 레버리지,ETF,KRW
123690,KS,한국화장품,Stock,KRW
123700,KS,SJM,Stock,KRW
123890,KS,한국자산신탁,Stock,KRW
126560,KS,현대퓨처넷,Stock,KRW
126720,KS,수산인더스트리,Stock,KRW
128820,KS,대성산업,Stock,KRW
128940,KS,한미약품,Stock,KRW
129260,KS,인터지스,Stock,KRW
130660,KS,한전산업,Stock,KRW
130680,KS,TIGER 원유선물Enhanced(H),ETF,KRW
130730,KS,KIWOOM 단기자금,ETF,KRW
131890,KS,ACE 삼성그룹동일가중,ETF,KRW
132030,KS,KODEX 골드선물(H),ETF,KRW
133690,KS,TIGER 미국나스닥100,ETF,KRW
133820,KS,화인베스틸,Stock,KRW
134380,KS,미원화학,Stock,KRW
134790,KS,시디즈,Stock,KRW
136340,KS,RISE 중기우량회사채,ETF,KRW
136490,KS,선진,Stock,KRW
137310,KS,에스디바이오센서,Stock,KRW
137610,KS,TIGER 농산물선물Enhanced(H),ETF,KRW
138040,KS,메리츠금융지주,Stock,KRW
138230,KS,KIWOOM 미국달러선물,ETF,KRW
138520,KS,TIGER 삼성그룹,ETF,KRW
138530,KS,TIGER LG그룹플러스,ETF,KRW
138540,KS,TIGER 현대차그룹플러스,ETF,KRW
138910,KS,KODEX 구리선물(H),ETF,KRW
138920,KS,KODEX 콩선물(H),ETF,KRW
138930,KS,BNK금융지주,Stock,KRW
139130,KS,iM금융지주,Stock,KRW
139220,KS,TIGER 200 건설,ETF,KRW
139230,KS,TIGER 200 중공업,ETF,KRW
139240,KS,TIGER 200 철강소재,ETF,KRW
139250,KS,TIGER 200 에너지화학,ETF,KRW
139260,KS,TIGER 200 IT,ETF,KRW
139270,KS,TIGER 200 금융,ETF,KRW
139280,KS,TIGER 경기방어,ETF,KRW
139290,KS,TIGER 200 경기소비재,ETF,KRW
139320,KS,TIGER 금은선물(H),ETF,KRW
139480,KS,이마트,Stock,KRW
139660,KS,KIWOOM 미국달러선물인버스,ETF,KRW
139990,KS,아주스틸,Stock,KRW
140570,KS,RISE 수출주,ETF,KRW
140580,KS,RISE 우량업종대표주,ETF,KRW
140700,KS,KODEX 보험,ETF,KRW
140710,KS,KODEX 운송,ETF,KRW
140950,KS,파워 코스피100,ETF,KRW
143210,KS,핸즈코퍼레이션,Stock,KRW
143850,KS,TIGER 미국S&P500선물(H),ETF,KRW
143860,KS,TIGER 헬스케어,ETF,KRW
144600,KS,KODEX 은선물(H),ETF,KRW
145210,KS,다이나믹디자인,Stock,KRW
145670,KS,ACE 인버스,ETF,KRW
145720,KS,덴티움,Stock,KRW
145850,KS,TREX 펀더멘탈 200,ETF,KRW
145990,KS,삼양사,Stock,KRW
145995,KS,삼양사우,Stock,KRW
147970,KS,TIGER 모멘텀,ETF,KRW
148020,KS,RISE 200,ETF,KRW
148070,KS,KIWOOM 국고채10년,ETF,KRW
150460,KS,TIGER 중국소비테마,ETF,KRW
152100,KS,PLUS 200,ETF,KRW
152380,KS,KODEX 국채선물10년,ETF,KRW
152500,KS,ACE 레버리지,ETF,KRW
152870,KS,파워 200,ETF,KRW
153130,KS,KODEX 단기채권,ETF,KRW
153270,KS,KIWOOM 코스피100,ETF,KRW
155660,KS,DSR,Stock,KRW
156080,KS,KODEX MSCI Korea,ETF,KRW
157450,KS,TIGER 단기통안채,ETF,KRW
157490,KS,TIGER 소프트웨어,ETF,KRW
157500,KS,TIGER 증권,ETF,KRW
159800,KS,마이티 코스피100,ETF,KRW
160580,KS,TIGER 구리실물,ETF,KRW
161000,KS,애경케미칼,Stock,KRW
161390,KS,한국타이어앤테크놀로지,Stock,KRW
161510,KS,PLUS 고배당주,ETF,KRW
161890,KS,한국콜마,Stock,KRW
163560,KS,동일고무벨트,Stock,KRW
166400,KS,TIGER 200커버드콜OTM,ETF,KRW
167860,KS,KIWOOM 국고채10년레버리지,ETF,KRW
168580,KS,ACE 중국본토CSI300,ETF,KRW
169950,KS,KODEX 차이나A50,ETF,KRW
170900,KS,동아에스티,Stock,KRW
174350,KS,TIGER 로우볼,ETF,KRW
174360,KS,RISE 중국본토대형주CSI100,ETF,KRW
175330,KS,JB금융지주,Stock,KRW
176950,KS,KODEX 국채선물10년인버스,ETF,KRW
178920,KS,PI첨단소재,Stock,KRW
180640,KS,한진칼,Stock,KRW
18064K,KS,한진칼우,Stock,KRW
181480,KS,ACE 미국부동산리츠(합성 H),ETF,KRW
181710,KS,NHN,Stock,KRW
182480,KS,TIGER 미국MSCI리츠(합성 H),ETF,KRW
182490,KS,TIGER 단기선진하이일드(합성 H),ETF,KRW
183190,KS,아세아시멘트,Stock,KRW
183700,KS,RISE 200채권혼합50,ETF,KRW
183710,KS,RISE 주식혼합,ETF,KRW
185680,KS,KODEX 미국S&P바이오(합성),ETF,KRW
185750,KS,종근당,Stock,KRW
189400,KS,PLUS 글로벌MSCI(합성 H),ETF,KRW
190620,KS,ACE 단기통안채,ETF,KRW
192080,KS,더블유게임즈,Stock,KRW
192090,KS,TIGER 차이나CSI300,ETF,KRW
192400,KS,쿠쿠홀딩스,Stock,KRW
192650,KS,드림텍,Stock,KRW
192720,KS,파워 고배당저변동성,ETF,KRW
192820,KS,코스맥스,Stock,KRW
194370,KS,제이에스코퍼레이션,Stock,KRW
195870,KS,해성디에스,Stock,KRW
195920,KS,TIGER 일본TOPIX(합성 H),ETF,KRW
195930,KS,TIGER 유로스탁스50(합성 H),ETF,KRW
195970,KS,PLUS 선진국MSCI(합성 H),ETF,KRW
195980,KS,PLUS 신흥국MSCI(합성 H),ETF,KRW
196030,KS,ACE 일본TOPIX레버리지(H),ETF,KRW
196230,KS,RISE 단기통안채,ETF,KRW
200030,KS,KODEX 미국S&P500산업재(합성),ETF,KRW
200250,KS,KIWOOM 인도Nifty50(합성),ETF,KRW
200880,KS,서연이화,Stock,KRW
203780,KS,TIGER 미국나스닥바이오,ETF,KRW
